Bin Center	Bin Actual	Gaus Mean	Mean Error	Gaus Sigma	Sig Error	X^2/DOF
2.000000	1.990632	2.862072	0.003733	0.119929	0.002909	0.562444
3.000000	3.015692	2.732810	0.003491	0.109268	0.002417	0.488179
4.000000	4.053328	2.639581	0.003268	0.099536	0.002398	0.849486
5.000000	5.088512	2.579876	0.003405	0.099622	0.002415	1.171308
6.000000	6.058111	2.524679	0.003190	0.097080	0.002349	1.985840
7.000000	7.049438	2.470606	0.003275	0.095876	0.002417	0.527837
8.000000	8.039893	2.437766	0.003369	0.094246	0.002619	0.922247
9.000000	9.009967	2.410678	0.003344	0.095921	0.002346	1.295484
10.000000	10.002997	2.382423	0.003264	0.092742	0.002203	1.302088
11.000000	11.014878	2.361175	0.003251	0.090963	0.002377	1.092419
12.000000	12.003179	2.342828	0.003397	0.097073	0.002434	1.250977
13.000000	13.013546	2.316822	0.003332	0.094441	0.002484	0.464866
14.000000	14.010138	2.292878	0.003258	0.094380	0.002541	0.378154
15.000000	14.992423	2.279537	0.003338	0.090895	0.002443	0.925613
16.000000	15.987367	2.268136	0.003381	0.091751	0.002252	1.717052
17.000000	17.002346	2.261066	0.003287	0.092842	0.002359	0.713266
18.000000	18.005723	2.242031	0.003334	0.093552	0.002458	1.267960
19.000000	18.995818	2.230471	0.003184	0.090502	0.002310	1.687607
20.000000	19.989284	2.224215	0.003222	0.090164	0.002269	0.692230
21.000000	21.006243	2.203775	0.003000	0.084699	0.002122	0.588499
22.000000	21.997824	2.190718	0.003221	0.088340	0.001974	2.511553
23.000000	23.006198	2.189874	0.003278	0.092107	0.002424	0.795309
24.000000	23.998748	2.178923	0.003494	0.094534	0.002781	0.836460
25.000000	25.010106	2.168875	0.003367	0.088627	0.002143	1.620917
26.000000	26.005777	2.166053	0.003232	0.089641	0.002370	0.496893
27.000000	26.994968	2.157242	0.003073	0.085803	0.002224	0.481563
28.000000	28.009977	2.153120	0.003144	0.087803	0.002667	1.264343
29.000000	29.007986	2.145091	0.003259	0.090533	0.002572	0.711519
30.000000	30.003063	2.129362	0.003240	0.088670	0.002167	0.604367
31.000000	31.017337	2.128208	0.003291	0.091549	0.002292	0.350992
32.000000	31.971627	2.121131	0.003222	0.088120	0.002253	0.797891
33.000000	32.979515	2.114770	0.003026	0.085757	0.002196	0.557391
34.000000	33.995040	2.112140	0.003257	0.091148	0.002363	0.181552
35.000000	34.991722	2.101592	0.003249	0.091623	0.002368	1.232243
36.000000	35.992227	2.097832	0.003119	0.087475	0.002056	0.811895
37.000000	37.007713	2.095797	0.003205	0.089104	0.002453	1.084625
