Bin Center	Bin Actual	Gaus Mean	Mean Error	Gaus Sigma	Sig Error	X^2/DOF
2.000000	2.261232	2.843096	0.003876	0.112416	0.002747	1.622937
3.000000	3.071867	2.751410	0.004009	0.109822	0.002814	1.212233
4.000000	3.869384	2.669940	0.003792	0.109138	0.002920	1.394838
5.000000	4.887300	2.596939	0.003540	0.104416	0.002309	1.432625
6.000000	5.970607	2.538826	0.003735	0.103010	0.002293	4.034215
7.000000	7.041254	2.487954	0.003442	0.099218	0.002182	2.427639
8.000000	8.031607	2.449259	0.003799	0.107094	0.002370	1.869451
9.000000	9.008428	2.419118	0.003809	0.111168	0.002578	0.953441
10.000000	9.983048	2.399041	0.003934	0.112655	0.002993	2.942531
11.000000	11.005362	2.371755	0.003639	0.106729	0.002639	1.191025
12.000000	12.010802	2.355948	0.003707	0.108680	0.002962	2.142692
13.000000	12.985072	2.334273	0.003963	0.114572	0.002870	1.092372
14.000000	13.996111	2.314158	0.003779	0.110459	0.002659	0.908543
15.000000	15.007240	2.296357	0.004085	0.117729	0.003138	0.374810
16.000000	15.998059	2.286307	0.003880	0.115478	0.002808	0.473956
17.000000	17.006519	2.283873	0.003849	0.109551	0.002607	1.201378
18.000000	17.992445	2.265210	0.003892	0.114365	0.002846	1.120456
19.000000	19.010189	2.255701	0.004067	0.117007	0.002948	0.944525
20.000000	20.002728	2.244617	0.004110	0.117293	0.002893	0.675570
21.000000	20.995362	2.236858	0.004047	0.113029	0.003150	0.933759
22.000000	22.013406	2.230166	0.004054	0.121123	0.003016	1.060159
23.000000	23.005243	2.218237	0.003904	0.108963	0.002525	1.678417
24.000000	23.994405	2.213253	0.003687	0.111098	0.002807	0.586254
25.000000	25.006001	2.206116	0.004085	0.116735	0.003099	0.365164
26.000000	26.018913	2.199100	0.003859	0.113800	0.002690	1.276371
27.000000	27.009419	2.189369	0.004189	0.120580	0.002991	0.546247
28.000000	28.005883	2.181673	0.003938	0.111242	0.002869	1.102067
29.000000	28.997381	2.178051	0.003654	0.110502	0.002598	0.685561
30.000000	30.014235	2.172677	0.003920	0.114609	0.002799	1.360211
31.000000	31.014863	2.171821	0.004158	0.113613	0.002931	1.043040
32.000000	31.984952	2.170031	0.003977	0.114602	0.003400	1.253370
33.000000	33.002188	2.165330	0.004051	0.119239	0.002893	0.381636
34.000000	33.996225	2.155983	0.003887	0.113228	0.002540	0.993942
35.000000	34.998490	2.154676	0.003936	0.113300	0.002528	1.195317
36.000000	36.019981	2.148726	0.003875	0.113410	0.002742	0.587215
37.000000	36.998510	2.145371	0.003899	0.110503	0.002734	0.317930
38.000000	37.995203	2.139318	0.004033	0.116386	0.003005	1.307121
39.000000	38.987444	2.133322	0.003750	0.109178	0.002683	1.290805
40.000000	40.022355	2.137665	0.003954	0.112016	0.003150	1.692294
41.000000	40.998026	2.139001	0.003790	0.113659	0.003190	1.084751
42.000000	41.996320	2.134597	0.003945	0.113725	0.003025	1.213662
43.000000	43.006173	2.125941	0.004125	0.119599	0.002983	0.446414
44.000000	43.998232	2.126304	0.003739	0.107007	0.002391	1.514817
45.000000	45.003050	2.117332	0.003838	0.113337	0.002643	1.022781
46.000000	45.992098	2.116221	0.003894	0.114489	0.003284	1.179082
47.000000	46.997525	2.125749	0.003841	0.110760	0.002839	0.637973
48.000000	48.002841	2.121496	0.003698	0.107590	0.002498	1.142345
49.000000	48.996891	2.113316	0.004113	0.116127	0.002967	1.388563
50.000000	49.989154	2.123457	0.003977	0.114372	0.003103	0.480856
51.000000	50.998258	2.107004	0.003866	0.114116	0.002948	2.431677
52.000000	51.999535	2.109152	0.003902	0.114494	0.003069	0.618028
53.000000	53.001108	2.100662	0.003675	0.108506	0.003026	1.147110
54.000000	53.990622	2.096756	0.003856	0.114407	0.002775	1.360813
55.000000	54.995426	2.097177	0.004057	0.114073	0.002781	0.799009
56.000000	55.994736	2.103218	0.003865	0.110872	0.002779	2.041593
57.000000	56.995522	2.101284	0.003908	0.113019	0.003024	0.988431
58.000000	58.002661	2.099540	0.003855	0.112838	0.003065	1.067589
59.000000	59.004769	2.099892	0.003818	0.109518	0.002611	0.836476
60.000000	60.000829	2.100519	0.003847	0.115565	0.002805	0.534980
61.000000	61.014593	2.090668	0.003803	0.114114	0.002820	0.755732
62.000000	61.970019	2.098695	0.003871	0.115210	0.002897	1.543631
63.000000	63.006385	2.089884	0.004030	0.116490	0.002883	1.117820
64.000000	64.002075	2.095165	0.003961	0.115876	0.003077	0.909087
65.000000	64.990948	2.087085	0.003890	0.116938	0.003157	0.815652
66.000000	65.993758	2.085518	0.003882	0.112623	0.002639	0.870404
67.000000	66.984966	2.089074	0.003789	0.111302	0.002794	1.305131
68.000000	68.005076	2.087823	0.004204	0.119286	0.003217	0.666974
69.000000	69.020811	2.082206	0.003825	0.114253	0.002902	0.696513
70.000000	70.011563	2.089047	0.003889	0.113174	0.003095	1.264718
71.000000	70.995102	2.083861	0.003850	0.113468	0.002904	0.496327
72.000000	72.002905	2.081889	0.004106	0.115806	0.002739	2.217775
73.000000	72.997561	2.079367	0.003824	0.115646	0.002680	0.515891
74.000000	74.011652	2.085436	0.003876	0.110440	0.002439	1.992179
75.000000	75.005980	2.078197	0.003863	0.111538	0.002907	0.327968
76.000000	75.986413	2.074195	0.003998	0.107893	0.002372	3.001410
77.000000	77.006166	2.074939	0.003884	0.115542	0.002639	0.772875
78.000000	78.011231	2.075169	0.003939	0.114660	0.002892	0.973966
79.000000	78.991919	2.076894	0.004095	0.115050	0.003225	0.930454
80.000000	80.007915	2.075925	0.003985	0.114926	0.002661	1.990805
81.000000	81.003210	2.073811	0.003909	0.117608	0.002979	1.083610
82.000000	81.989752	2.078103	0.003968	0.115264	0.003202	1.324354
83.000000	82.997379	2.078749	0.003985	0.114573	0.002979	0.664139
84.000000	84.002607	2.068730	0.003958	0.118931	0.002973	0.527962
85.000000	85.001836	2.071027	0.003830	0.111335	0.002345	1.385384
86.000000	85.999610	2.067916	0.003806	0.112552	0.002754	2.070797
87.000000	87.014226	2.069997	0.003946	0.118333	0.002934	0.641367
88.000000	88.005231	2.069672	0.003936	0.115862	0.002646	1.261571
89.000000	89.003001	2.073285	0.003845	0.115165	0.002935	0.899536
90.000000	90.008856	2.070888	0.003924	0.116029	0.002821	1.031943
91.000000	91.006919	2.075913	0.003805	0.111037	0.002778	0.723829
92.000000	92.007857	2.062451	0.003783	0.106805	0.002470	2.397018
93.000000	93.002468	2.061228	0.003745	0.109526	0.002421	2.263953
94.000000	93.980010	2.064453	0.003556	0.107763	0.002773	0.857938
95.000000	94.982957	2.065992	0.004004	0.119140	0.002903	0.717113
96.000000	95.994247	2.063036	0.003882	0.115194	0.002646	0.506974
97.000000	97.011256	2.065613	0.003834	0.112487	0.003299	1.827801
98.000000	98.005247	2.069873	0.003685	0.112454	0.002802	0.345860
99.000000	98.990639	2.065974	0.003844	0.112132	0.002724	1.249953
100.000000	99.982871	2.069841	0.003603	0.110164	0.002800	0.951336
101.000000	100.993605	2.066885	0.004057	0.120079	0.003242	1.535021
102.000000	101.991094	2.072864	0.003804	0.114576	0.002732	0.335505
103.000000	103.001382	2.062986	0.004007	0.120563	0.002933	0.405415
104.000000	104.008602	2.068320	0.003782	0.113024	0.003033	0.809381
105.000000	104.992163	2.061473	0.004062	0.117807	0.003101	0.784017
106.000000	105.999177	2.059019	0.003874	0.116635	0.002817	0.419819
107.000000	107.012164	2.060872	0.004151	0.121828	0.003431	0.537968
108.000000	107.998855	2.062986	0.003929	0.120413	0.003172	1.072853
109.000000	109.014630	2.072736	0.004126	0.117125	0.002621	3.123251
110.000000	110.003596	2.066247	0.003943	0.116543	0.002849	0.519250
111.000000	111.012611	2.071020	0.003874	0.115929	0.002823	1.019440
112.000000	112.009117	2.059802	0.004147	0.123319	0.003407	0.991093
113.000000	112.995850	2.060198	0.004119	0.119780	0.002970	0.421344
114.000000	113.996187	2.061607	0.004335	0.123367	0.003569	1.127706
115.000000	114.973636	2.067063	0.004038	0.118162	0.003239	1.084470
116.000000	116.014923	2.061076	0.004139	0.118433	0.002968	1.763305
117.000000	116.993203	2.062770	0.004107	0.118326	0.003053	0.447830
118.000000	118.001568	2.068600	0.004260	0.115603	0.003252	1.127863
119.000000	118.990144	2.063511	0.004046	0.116672	0.003056	0.479726
120.000000	120.005782	2.059710	0.004680	0.118043	0.003804	1.137878
121.000000	120.993653	2.055870	0.004235	0.115704	0.003371	1.264863
122.000000	122.014439	2.058580	0.004457	0.118527	0.003666	0.746863
123.000000	123.004621	2.064709	0.004260	0.115054	0.003497	0.793558
124.000000	123.997638	2.067788	0.004598	0.121547	0.003377	0.534971
125.000000	125.011822	2.062636	0.004646	0.107665	0.003118	2.228249
126.000000	125.999035	2.063530	0.004999	0.124619	0.003646	0.878845
127.000000	126.995404	2.058807	0.004636	0.120758	0.004033	1.172399
128.000000	128.006281	2.062290	0.004630	0.113205	0.003996	1.228457
129.000000	129.017540	2.058036	0.004918	0.120161	0.003307	1.378816
130.000000	129.995473	2.057743	0.004902	0.117202	0.003621	1.896660
131.000000	130.989450	2.066661	0.004573	0.119885	0.003373	0.613580
132.000000	132.003933	2.061073	0.004585	0.120557	0.003545	0.686379
133.000000	133.007246	2.059379	0.004453	0.118326	0.003408	0.975164
134.000000	134.001700	2.061660	0.004528	0.124587	0.003298	0.687547
135.000000	134.995566	2.051882	0.004670	0.123433	0.003676	0.875615
136.000000	135.987406	2.053089	0.004419	0.117440	0.003570	1.393884
137.000000	137.021576	2.069917	0.004317	0.119779	0.003171	1.191233
138.000000	138.007439	2.058940	0.004279	0.120158	0.003402	1.830547
139.000000	138.984023	2.058482	0.004274	0.120716	0.003340	1.337745
140.000000	139.999000	2.060814	0.004484	0.125655	0.003605	0.762553
141.000000	141.017058	2.059866	0.004220	0.121009	0.003234	1.133392
142.000000	142.009378	2.061720	0.004105	0.121390	0.003218	1.504804
143.000000	143.007546	2.058796	0.004242	0.124704	0.003105	1.182388
144.000000	144.003553	2.063272	0.004108	0.122262	0.003332	1.268543
145.000000	144.993799	2.065006	0.004232	0.125410	0.003256	1.046082
146.000000	145.995456	2.055559	0.004201	0.120905	0.002964	1.005984
147.000000	146.998496	2.057491	0.004006	0.118631	0.002936	1.035857
148.000000	147.987478	2.060702	0.004124	0.122555	0.003269	1.059272
149.000000	149.017636	2.058791	0.004401	0.130376	0.003604	1.206415
150.000000	149.997628	2.064855	0.004124	0.123757	0.003379	1.264352
151.000000	151.013867	2.067913	0.004119	0.124787	0.003309	1.040812
152.000000	152.012716	2.052878	0.004191	0.125760	0.003231	1.038191
153.000000	152.985970	2.069119	0.004516	0.127360	0.003564	1.091017
154.000000	153.997942	2.064113	0.004417	0.133488	0.003483	1.088097
155.000000	154.984651	2.062825	0.004327	0.131527	0.003419	0.889712
156.000000	155.995648	2.055210	0.004115	0.126958	0.002974	1.427134
157.000000	156.998941	2.051604	0.004009	0.122779	0.002830	0.690367
158.000000	158.000832	2.062113	0.004148	0.128634	0.003201	0.930961
159.000000	158.992553	2.068189	0.004155	0.127437	0.002828	0.854502
160.000000	159.972252	2.062652	0.004238	0.124832	0.003327	1.230050
161.000000	160.996622	2.069895	0.004544	0.135281	0.003763	0.820874
162.000000	161.992039	2.067895	0.004465	0.132428	0.003444	1.446494
163.000000	163.001473	2.067956	0.004337	0.133452	0.003484	0.779853
164.000000	164.003882	2.072142	0.004400	0.134389	0.003221	0.935061
165.000000	165.008515	2.071553	0.004322	0.126819	0.003268	1.856906
166.000000	165.982964	2.067448	0.004395	0.132257	0.003496	1.422581
167.000000	166.999511	2.068507	0.004341	0.131216	0.003838	1.921993
168.000000	168.002368	2.079027	0.004353	0.126409	0.003019	1.868430
169.000000	169.004442	2.073146	0.004274	0.132985	0.003695	1.442157
170.000000	170.012485	2.071720	0.004707	0.134694	0.003399	1.722545
171.000000	171.013767	2.078011	0.004139	0.126835	0.003147	0.607637
172.000000	172.006991	2.078326	0.004267	0.131748	0.003516	1.711132
173.000000	173.004555	2.081010	0.004279	0.133017	0.003394	0.703296
174.000000	173.981615	2.079591	0.004479	0.139143	0.003619	1.385940
175.000000	174.995426	2.078568	0.004055	0.130335	0.003107	1.028555
176.000000	176.006783	2.071030	0.004246	0.132042	0.003416	0.847934
177.000000	177.009298	2.079020	0.004366	0.135646	0.003153	1.851085
178.000000	177.997950	2.087267	0.004348	0.134117	0.002970	0.699419
179.000000	178.993712	2.092549	0.004556	0.139755	0.003310	0.872087
180.000000	179.993832	2.085821	0.004252	0.137808	0.003439	1.426448
181.000000	180.971627	2.081104	0.004423	0.134364	0.003342	1.941630
182.000000	182.002695	2.086958	0.004431	0.138518	0.003287	1.172431
183.000000	182.994652	2.083553	0.004423	0.139019	0.003461	1.337641
184.000000	183.993261	2.086889	0.004377	0.136823	0.002944	1.408469
185.000000	184.989728	2.087939	0.004383	0.141765	0.003489	0.908129
186.000000	186.010967	2.080928	0.004280	0.130293	0.003085	2.314396
187.000000	186.996180	2.096682	0.004276	0.139472	0.003199	0.805799
188.000000	187.996288	2.088766	0.004346	0.140515	0.003566	1.725906
189.000000	189.005657	2.096536	0.004409	0.138939	0.002983	0.989358
190.000000	190.020077	2.097712	0.004354	0.131989	0.002927	1.422330
191.000000	190.997953	2.088961	0.004365	0.140415	0.003483	1.113922
192.000000	192.001237	2.094047	0.004482	0.143038	0.003364	0.364789
193.000000	192.996657	2.093881	0.004229	0.143821	0.003139	0.549383
194.000000	194.009773	2.096195	0.004564	0.143113	0.003296	1.288107
195.000000	195.000564	2.104517	0.004387	0.138487	0.003184	1.440875
196.000000	196.004905	2.099654	0.004311	0.133258	0.002994	1.676553
197.000000	196.993213	2.105590	0.004397	0.143020	0.003196	0.909426
198.000000	198.000940	2.099917	0.004341	0.140482	0.003318	1.190169
199.000000	199.006078	2.108148	0.004519	0.148252	0.003303	0.745251
200.000000	200.014019	2.104128	0.004282	0.138647	0.003261	1.892729
201.000000	201.003543	2.104403	0.004741	0.140540	0.003195	2.552882
202.000000	202.012701	2.105436	0.004144	0.140247	0.003323	1.021281
203.000000	203.001420	2.110574	0.004316	0.143928	0.003364	0.937245
204.000000	203.988035	2.119422	0.004462	0.145210	0.003162	1.393252
205.000000	205.015648	2.110722	0.004340	0.142890	0.002958	1.066831
206.000000	205.997789	2.112294	0.004269	0.143372	0.003383	0.738199
207.000000	206.993654	2.112304	0.004418	0.143737	0.003400	0.962264
208.000000	207.995704	2.118892	0.004657	0.151958	0.003596	1.187125
209.000000	208.998191	2.112806	0.004427	0.146769	0.003697	1.237840
210.000000	210.003203	2.123233	0.004447	0.147414	0.003307	1.912748
211.000000	210.992738	2.120528	0.004564	0.146930	0.003241	1.590839
212.000000	211.999028	2.121291	0.004325	0.143636	0.002998	1.739742
213.000000	212.985021	2.122108	0.004168	0.138586	0.003159	0.900492
214.000000	214.001159	2.123471	0.004385	0.146440	0.003268	0.766340
215.000000	214.991692	2.122055	0.004469	0.149617	0.003170	0.859505
216.000000	216.009037	2.126594	0.004463	0.145394	0.003273	1.362025
217.000000	216.991076	2.123650	0.004359	0.142576	0.003255	1.313990
218.000000	218.004530	2.124693	0.004534	0.149420	0.003280	2.071421
219.000000	219.002830	2.123687	0.004573	0.145108	0.003221	1.713529
220.000000	219.995365	2.128290	0.004367	0.147020	0.003276	0.676323
221.000000	221.004034	2.123819	0.004665	0.149862	0.003228	1.390875
222.000000	221.986147	2.134864	0.004362	0.142255	0.003416	1.358164
223.000000	223.001682	2.138878	0.004487	0.146423	0.002991	1.513593
224.000000	224.006055	2.128312	0.004452	0.147686	0.003484	1.190964
