Bin Center	Bin Actual	Gaus Mean	Mean Error	Gaus Sigma	Sig Error	X^2/DOF
2.000000	2.003053	2.463304	0.004040	0.176141	0.002392	7.863411
3.000000	3.022413	2.331080	0.004113	0.185827	0.002677	2.448422
4.000000	4.041774	2.269123	0.003918	0.174704	0.002674	3.126403
5.000000	5.060792	2.230997	0.003741	0.159146	0.002541	3.605381
6.000000	6.065550	2.201944	0.003704	0.149846	0.002417	4.277804
7.000000	7.055959	2.159949	0.003430	0.140177	0.002201	3.233269
8.000000	8.041537	2.148943	0.003313	0.134387	0.002156	2.895752
9.000000	9.024015	2.129088	0.003201	0.130772	0.002360	2.557444
10.000000	10.002997	2.109996	0.003150	0.129223	0.002519	2.402642
11.000000	10.998963	2.087829	0.003186	0.121660	0.002091	3.343764
12.000000	11.997793	2.075371	0.003054	0.114588	0.002079	4.294921
13.000000	12.991695	2.056948	0.002840	0.113259	0.001990	1.929301
14.000000	13.994682	2.048055	0.002756	0.108708	0.001877	3.218672
15.000000	15.011623	2.027115	0.002782	0.107026	0.001851	3.295066
16.000000	16.000368	2.019421	0.002643	0.101816	0.001986	3.660601
17.000000	17.003013	2.000972	0.002559	0.104240	0.001809	1.840713
18.000000	17.997272	1.988726	0.002804	0.099994	0.001931	5.818411
19.000000	19.017024	1.976020	0.002602	0.100473	0.001906	3.412375
20.000000	20.004214	1.967806	0.002553	0.094074	0.001524	5.220142
21.000000	20.994383	1.962200	0.002541	0.095265	0.001857	2.857583
22.000000	22.001194	1.954292	0.002542	0.096345	0.001851	2.602252
23.000000	23.008227	1.942524	0.002466	0.097164	0.001809	1.793727
24.000000	23.987550	1.935574	0.002506	0.090930	0.001682	3.586977
25.000000	25.013638	1.930679	0.002341	0.088866	0.001795	2.990991
26.000000	26.003756	1.923183	0.002379	0.087471	0.001830	4.083083
27.000000	26.992219	1.908024	0.002358	0.086506	0.001639	3.569094
28.000000	27.993369	1.902946	0.002191	0.085927	0.001666	2.230842
29.000000	29.002710	1.896733	0.002352	0.085078	0.001686	3.277846
30.000000	29.994680	1.888695	0.002219	0.083130	0.001667	2.605280
31.000000	30.991723	1.882585	0.002234	0.084245	0.001787	2.189115
32.000000	32.003447	1.877136	0.002258	0.083848	0.001825	2.288051
33.000000	33.001086	1.871226	0.002229	0.080405	0.001631	4.054407
34.000000	33.992631	1.865656	0.002205	0.081720	0.001689	1.912200
35.000000	34.985979	1.854050	0.002198	0.079889	0.001575	4.207230
36.000000	35.990255	1.853086	0.002210	0.081901	0.001609	2.276095
37.000000	37.003556	1.841953	0.002038	0.077822	0.001578	2.510512
38.000000	38.000003	1.840361	0.002079	0.075615	0.001422	2.839634
39.000000	38.993488	1.833056	0.002114	0.077845	0.001452	1.694841
40.000000	39.998203	1.827675	0.002048	0.076075	0.001380	2.383583
41.000000	40.999125	1.826157	0.002259	0.076177	0.001562	6.147526
42.000000	42.018386	1.819361	0.002103	0.076799	0.001428	2.236221
43.000000	43.002831	1.813971	0.002019	0.074779	0.001490	2.597956
44.000000	44.004791	1.803642	0.002151	0.074416	0.001448	3.880881
45.000000	45.005636	1.800990	0.002066	0.075763	0.001504	2.641798
46.000000	45.993556	1.801414	0.001943	0.070998	0.001313	2.286438
47.000000	47.009143	1.790727	0.002053	0.073341	0.001390	2.323493
48.000000	47.998957	1.789340	0.001951	0.070448	0.001238	2.681258
49.000000	48.996806	1.785325	0.002068	0.070865	0.001356	3.346951
50.000000	50.014862	1.782449	0.001856	0.071182	0.001398	1.624012
51.000000	50.983605	1.775950	0.001933	0.070695	0.001363	2.778983
52.000000	51.998517	1.769396	0.002066	0.073502	0.001490	2.354248
53.000000	53.009795	1.773209	0.001937	0.071216	0.001543	1.635315
54.000000	54.000604	1.763057	0.001868	0.070250	0.001334	0.977068
55.000000	54.996018	1.760940	0.001831	0.068557	0.001361	2.780293
56.000000	56.001140	1.755873	0.001864	0.069377	0.001320	3.580047
57.000000	56.999039	1.754206	0.002013	0.068042	0.001305	5.907327
58.000000	57.998738	1.748649	0.001888	0.069911	0.001390	2.185468
59.000000	58.992833	1.743732	0.001897	0.069954	0.001280	2.375016
60.000000	59.993650	1.742262	0.002053	0.068933	0.001325	5.014965
61.000000	61.004343	1.736280	0.001874	0.067055	0.001168	2.476970
62.000000	61.998087	1.735464	0.001818	0.066378	0.001307	1.020045
63.000000	62.992619	1.732483	0.001857	0.069058	0.001437	0.794893
64.000000	64.010975	1.726957	0.001832	0.066702	0.001258	2.682322
65.000000	64.998215	1.724270	0.001904	0.068378	0.001293	1.794286
66.000000	65.994810	1.722426	0.001885	0.067675	0.001372	1.898024
67.000000	66.984297	1.722493	0.001911	0.064862	0.001367	4.534677
68.000000	67.986337	1.712476	0.001828	0.066145	0.001238	1.804936
69.000000	69.004777	1.711778	0.001744	0.063672	0.001268	1.824425
70.000000	69.990704	1.709918	0.001923	0.064766	0.001403	5.161088
71.000000	71.007787	1.706355	0.001764	0.064170	0.001284	1.323113
72.000000	72.000837	1.699252	0.001921	0.066922	0.001381	3.484649
73.000000	72.988391	1.703727	0.001828	0.065912	0.001371	1.841581
74.000000	73.996764	1.692816	0.001875	0.064838	0.001253	3.478280
75.000000	75.002376	1.693405	0.001821	0.063779	0.001242	2.732479
76.000000	76.001397	1.688482	0.001874	0.062677	0.001165	4.809938
77.000000	77.008492	1.689103	0.001814	0.064984	0.001203	1.795802
78.000000	77.998455	1.681604	0.001824	0.064443	0.001201	2.158255
79.000000	78.994550	1.679553	0.001812	0.064928	0.001315	1.418885
80.000000	79.995672	1.676629	0.001787	0.065272	0.001400	0.955993
81.000000	81.005540	1.677939	0.001772	0.062936	0.001311	2.370103
82.000000	82.005942	1.675291	0.001715	0.062325	0.001385	1.924837
83.000000	83.013379	1.670420	0.001767	0.063271	0.001311	1.548856
84.000000	84.002780	1.667047	0.001785	0.064158	0.001226	2.940114
85.000000	84.999843	1.665525	0.001655	0.061570	0.001176	0.519911
86.000000	85.995247	1.661739	0.001692	0.060884	0.001182	2.218340
87.000000	87.016519	1.660123	0.001769	0.062840	0.001336	2.525621
88.000000	87.997978	1.656760	0.001679	0.059516	0.001108	1.591639
89.000000	89.000334	1.653337	0.001711	0.061008	0.001323	4.400218
90.000000	89.984064	1.653774	0.001808	0.062302	0.001248	3.107650
91.000000	90.994419	1.649450	0.001823	0.060647	0.001148	4.525014
92.000000	91.991584	1.646597	0.001642	0.060922	0.001170	0.509264
93.000000	93.004487	1.642099	0.001852	0.060063	0.001145	4.508756
94.000000	93.995353	1.639834	0.001730	0.060722	0.001124	2.470541
95.000000	95.005783	1.641385	0.001724	0.060437	0.001410	2.377989
96.000000	96.008158	1.638660	0.001658	0.058964	0.001121	1.752942
97.000000	96.997757	1.635995	0.001641	0.058679	0.001228	2.346041
98.000000	98.006948	1.635205	0.001693	0.058725	0.001300	0.985685
99.000000	98.988446	1.631314	0.001710	0.057818	0.001336	3.796837
100.000000	100.008052	1.625778	0.001775	0.060484	0.001249	1.444861
101.000000	100.994368	1.624538	0.001918	0.062198	0.001463	2.384974
102.000000	102.000129	1.621085	0.001789	0.059345	0.001228	2.809394
103.000000	103.003951	1.617827	0.001822	0.058177	0.001418	1.993849
104.000000	104.003877	1.612108	0.001854	0.058215	0.001447	1.596476
105.000000	104.998790	1.614187	0.002019	0.061980	0.001599	2.758359
106.000000	106.005826	1.609963	0.001914	0.056300	0.001444	4.229626
107.000000	106.997108	1.606847	0.002010	0.060494	0.001307	1.046768
108.000000	107.992990	1.609423	0.002001	0.059007	0.001484	1.067269
109.000000	108.986381	1.602679	0.002114	0.061061	0.001730	2.694453
110.000000	109.993274	1.600205	0.002169	0.061772	0.001746	1.428440
111.000000	110.987524	1.597278	0.002057	0.056710	0.001244	3.217006
112.000000	112.007645	1.598788	0.002074	0.058251	0.001603	2.858746
113.000000	112.991824	1.593384	0.001962	0.055847	0.001275	2.298019
114.000000	113.998130	1.595222	0.002014	0.059091	0.001439	1.003224
115.000000	115.005144	1.591603	0.001976	0.059824	0.001370	1.151479
116.000000	116.016311	1.587873	0.001815	0.057390	0.001174	1.369393
117.000000	117.003548	1.583847	0.001936	0.057676	0.001232	4.876875
118.000000	117.985947	1.582955	0.001813	0.057385	0.001321	1.629533
119.000000	118.997596	1.583489	0.001886	0.062290	0.001532	1.025970
120.000000	119.996057	1.578084	0.001752	0.057580	0.001293	0.361169
121.000000	121.008020	1.578044	0.001756	0.057730	0.001373	1.291685
122.000000	122.001052	1.577144	0.001732	0.059006	0.001294	0.309639
123.000000	122.983333	1.570915	0.001815	0.057713	0.001272	3.060093
124.000000	123.987995	1.572658	0.001764	0.059171	0.001270	3.081811
125.000000	125.014627	1.568983	0.001884	0.062470	0.001508	1.289130
126.000000	125.982017	1.567425	0.001803	0.058904	0.001362	1.428671
127.000000	127.008212	1.564745	0.001719	0.055869	0.001164	2.553565
128.000000	128.005990	1.563654	0.001689	0.058039	0.001284	0.435257
129.000000	128.996236	1.559830	0.001691	0.059033	0.001301	1.542002
130.000000	130.010767	1.562194	0.001697	0.056661	0.001197	1.708817
