Bin Center	Bin Actual	Gaus Mean	Mean Error	Gaus Sigma	Sig Error	X^2/DOF
2.000000	2.138908	2.859060	0.003395	0.110748	0.002268	0.799745
3.000000	3.184477	2.724502	0.003456	0.103105	0.002651	0.968504
4.000000	4.150130	2.644003	0.003563	0.100980	0.002831	0.777810
5.000000	5.068926	2.578880	0.003548	0.098504	0.002373	1.732133
6.000000	5.971643	2.524160	0.003346	0.096057	0.002308	0.590545
7.000000	6.933130	2.487991	0.003512	0.095953	0.002406	1.712201
8.000000	7.938384	2.445709	0.003303	0.097172	0.002737	1.442889
9.000000	8.977034	2.412438	0.003424	0.096959	0.002572	1.220567
10.000000	10.004440	2.386159	0.003541	0.101568	0.002636	0.373452
11.000000	11.014409	2.361551	0.003591	0.105537	0.002658	0.509471
12.000000	11.991906	2.334415	0.003626	0.102190	0.002608	0.337946
13.000000	13.000708	2.314278	0.003346	0.097414	0.002359	0.236966
14.000000	14.003746	2.297808	0.003653	0.105402	0.002864	0.739756
15.000000	14.998923	2.287640	0.003647	0.102107	0.002705	0.331927
16.000000	15.993709	2.270153	0.003456	0.097858	0.002494	0.530397
17.000000	16.989156	2.261044	0.003520	0.101461	0.002697	0.530635
18.000000	17.986929	2.246392	0.003503	0.100643	0.002684	0.717224
19.000000	19.002245	2.235128	0.003586	0.099939	0.002711	1.594839
20.000000	19.995057	2.226568	0.003772	0.107890	0.002770	0.533873
21.000000	21.000165	2.213019	0.003585	0.102779	0.002566	1.101411
22.000000	21.993959	2.206470	0.003775	0.101164	0.002510	1.344733
23.000000	22.987922	2.193176	0.003529	0.099412	0.002354	1.106884
24.000000	23.970574	2.193330	0.003509	0.100986	0.002367	0.804290
25.000000	24.992178	2.185800	0.003718	0.105029	0.002421	0.932285
26.000000	25.993873	2.168684	0.003512	0.100854	0.002411	1.221039
27.000000	27.006420	2.170641	0.003791	0.103484	0.002844	0.544861
28.000000	28.017107	2.156954	0.003702	0.101057	0.002468	1.763866
29.000000	29.003789	2.155459	0.003559	0.101430	0.002439	0.479105
30.000000	30.009215	2.148254	0.003765	0.106053	0.002817	1.503780
31.000000	30.985499	2.139841	0.003632	0.103317	0.002513	1.077649
32.000000	31.994479	2.139296	0.003628	0.103357	0.002698	1.274693
33.000000	32.999400	2.140683	0.003498	0.101370	0.002400	0.414490
34.000000	33.994332	2.138737	0.003718	0.103356	0.002968	1.539195
35.000000	35.012388	2.127820	0.003566	0.098807	0.002627	0.840465
36.000000	36.004869	2.122495	0.003597	0.099763	0.002890	1.242763
37.000000	37.000470	2.126718	0.003412	0.097596	0.002541	0.653784
38.000000	38.006503	2.108311	0.003519	0.098070	0.002617	0.518918
39.000000	38.996426	2.107794	0.003467	0.098089	0.002369	1.006849
40.000000	39.998428	2.109379	0.003555	0.095785	0.002388	2.213875
41.000000	41.005641	2.108305	0.003489	0.097606	0.002439	1.124814
42.000000	41.986068	2.105712	0.003521	0.096722	0.002669	1.040889
43.000000	42.981192	2.093666	0.003502	0.098018	0.002726	1.789839
44.000000	43.998820	2.094161	0.003813	0.103163	0.002655	1.735219
45.000000	44.984746	2.085630	0.003621	0.102013	0.003010	1.225745
46.000000	45.981761	2.090864	0.003622	0.095795	0.003026	2.659334
47.000000	46.991515	2.087267	0.003401	0.098839	0.002702	0.532047
48.000000	48.008230	2.083039	0.003597	0.097828	0.002562	1.758768
49.000000	48.999128	2.083755	0.003653	0.103076	0.002465	1.012701
50.000000	49.999333	2.079718	0.003606	0.100756	0.002642	0.892762
51.000000	50.977416	2.069857	0.003580	0.099200	0.002602	1.051233
52.000000	51.981735	2.073521	0.003476	0.098250	0.002573	0.921644
53.000000	52.983133	2.071974	0.003413	0.096460	0.002760	1.673785
54.000000	54.005226	2.073915	0.003548	0.098030	0.002288	1.588063
55.000000	54.983619	2.074953	0.003437	0.097781	0.002484	1.605402
56.000000	55.996618	2.071117	0.003607	0.100167	0.002762	1.212530
57.000000	57.010164	2.060577	0.003530	0.100830	0.002670	0.499222
58.000000	58.014994	2.057161	0.003532	0.098436	0.002342	1.865309
59.000000	59.014757	2.061207	0.003617	0.101884	0.003028	1.363912
60.000000	59.999437	2.056697	0.003622	0.101582	0.002728	0.849372
61.000000	60.986837	2.056289	0.003470	0.096200	0.002507	1.505753
62.000000	62.004866	2.062156	0.003527	0.097021	0.002883	2.198053
63.000000	63.013215	2.057793	0.003514	0.096461	0.002676	1.507767
64.000000	64.006060	2.057747	0.003407	0.096790	0.002778	1.598960
65.000000	64.996784	2.053001	0.003423	0.100085	0.002794	1.261144
66.000000	66.000807	2.048190	0.003478	0.096954	0.002483	0.808450
67.000000	67.000709	2.039508	0.003403	0.100299	0.002343	1.208504
68.000000	68.005858	2.045875	0.003461	0.093060	0.002919	2.333880
69.000000	68.997752	2.047647	0.003593	0.101824	0.002475	1.813257
70.000000	70.002550	2.040891	0.003389	0.095484	0.002383	0.800595
71.000000	71.007927	2.039976	0.003309	0.096858	0.002566	1.650628
72.000000	71.993065	2.039420	0.003317	0.098273	0.002374	1.396118
73.000000	72.985261	2.039529	0.003532	0.100623	0.002580	0.778708
74.000000	73.996990	2.036757	0.003580	0.101393	0.002764	0.462711
75.000000	74.977140	2.036467	0.003605	0.101645	0.002573	0.620861
76.000000	76.004341	2.029681	0.003458	0.099203	0.002435	0.264383
77.000000	76.994761	2.035613	0.003370	0.096167	0.002245	0.924136
78.000000	77.995249	2.040265	0.003557	0.097587	0.002573	1.127446
79.000000	78.995325	2.034003	0.003531	0.100775	0.002591	0.775409
80.000000	79.996595	2.036229	0.003424	0.097984	0.002505	0.410631
81.000000	81.008422	2.032362	0.003501	0.099928	0.002470	0.680281
82.000000	81.992214	2.031447	0.003206	0.091417	0.002438	1.172464
83.000000	82.991895	2.026910	0.003342	0.096875	0.002322	1.971591
84.000000	84.003391	2.023637	0.003556	0.100340	0.002730	2.781167
85.000000	85.004878	2.022801	0.003546	0.102509	0.002690	0.683238
86.000000	86.028409	2.032616	0.003465	0.098749	0.002743	1.495636
87.000000	87.004942	2.025583	0.003567	0.101283	0.002496	1.117004
88.000000	88.009036	2.025355	0.003457	0.097047	0.002522	0.426696
89.000000	88.993185	2.016416	0.003300	0.095349	0.002413	1.070804
90.000000	90.003070	2.016484	0.003325	0.094648	0.002502	1.394920
91.000000	91.008017	2.026784	0.003578	0.097165	0.002681	1.078595
92.000000	91.985176	2.024328	0.003574	0.098161	0.002416	1.084783
93.000000	92.998496	2.025520	0.003554	0.100235	0.002804	0.592325
94.000000	94.011306	2.017690	0.003396	0.098449	0.002434	0.528405
95.000000	95.009983	2.023718	0.003415	0.094196	0.002882	0.808472
96.000000	95.988571	2.019293	0.003170	0.089528	0.002158	1.309551
97.000000	97.007342	2.018072	0.003329	0.093368	0.002517	1.234910
98.000000	97.989639	2.023611	0.003459	0.096665	0.002760	1.182324
99.000000	98.997808	2.015765	0.003588	0.094855	0.002517	2.105449
