Bin Center	Bin Actual	Gaus Mean	Mean Error	Gaus Sigma	Sig Error	X^2/DOF
2.000000	1.999758	2.446185	0.004067	0.177353	0.002630	5.442478
3.000000	3.008538	2.336605	0.003867	0.178364	0.002469	4.942821
4.000000	4.040775	2.265396	0.003773	0.170449	0.002457	3.190484
5.000000	5.063076	2.226490	0.003679	0.157316	0.002439	3.623471
6.000000	6.089821	2.186393	0.003661	0.150767	0.002460	4.159888
7.000000	7.098560	2.160776	0.003748	0.136490	0.002316	6.793057
8.000000	8.074115	2.140020	0.003480	0.134317	0.002358	3.910466
9.000000	9.060597	2.112944	0.003397	0.124648	0.002167	4.692879
10.000000	10.020025	2.094143	0.003231	0.124706	0.002302	3.314439
11.000000	11.021198	2.078222	0.003135	0.122840	0.002377	3.698824
12.000000	11.994734	2.061662	0.003034	0.112949	0.001989	3.876978
13.000000	12.995644	2.049232	0.002924	0.110079	0.002057	3.578918
14.000000	13.994246	2.031900	0.002839	0.110120	0.001832	3.642085
15.000000	14.989301	2.021003	0.002882	0.111098	0.002200	3.102613
16.000000	16.002978	2.009839	0.002875	0.102689	0.001929	4.979373
17.000000	16.997930	1.994919	0.002634	0.104818	0.002073	1.214977
18.000000	17.987715	1.986270	0.002591	0.101570	0.001916	3.421822
19.000000	18.999297	1.974392	0.002607	0.096150	0.001927	3.622210
20.000000	20.000765	1.961865	0.002528	0.096069	0.001795	3.288363
21.000000	21.007069	1.949798	0.002532	0.096098	0.001670	3.208604
22.000000	21.995981	1.944643	0.002405	0.090951	0.001707	3.413639
23.000000	23.000335	1.933787	0.002567	0.092692	0.001641	4.427676
24.000000	23.996590	1.926327	0.002449	0.088878	0.001628	4.180888
25.000000	25.005228	1.916762	0.002432	0.088770	0.001581	2.909003
26.000000	26.004051	1.914101	0.002432	0.088100	0.001627	3.243372
27.000000	27.003321	1.902058	0.002314	0.082070	0.001550	4.758380
28.000000	27.990659	1.897555	0.002257	0.084198	0.001772	3.646120
29.000000	29.021776	1.888800	0.002196	0.084140	0.001575	1.895229
30.000000	30.011928	1.881001	0.002270	0.082567	0.001576	3.769777
31.000000	30.999391	1.870460	0.002277	0.084835	0.001608	2.548752
32.000000	32.002240	1.865958	0.002251	0.082676	0.001656	1.773088
33.000000	33.000150	1.864297	0.002194	0.081445	0.001469	2.730252
34.000000	33.997006	1.855410	0.002098	0.076225	0.001603	3.836051
35.000000	35.017078	1.847732	0.002265	0.078912	0.001509	3.581413
36.000000	35.987314	1.842554	0.002079	0.077301	0.001445	3.025633
37.000000	37.002873	1.839317	0.002122	0.078127	0.001438	1.951092
38.000000	38.006033	1.832657	0.002092	0.077357	0.001405	3.523739
39.000000	39.008324	1.826683	0.002125	0.077775	0.001620	2.931857
40.000000	39.990899	1.821136	0.002062	0.077473	0.001463	2.158461
41.000000	41.011372	1.815796	0.001992	0.073553	0.001479	2.074100
42.000000	42.006626	1.811894	0.001970	0.074905	0.001626	1.928868
43.000000	43.009640	1.801041	0.001986	0.073990	0.001402	0.828149
44.000000	44.000300	1.800419	0.002081	0.069332	0.001173	6.114610
45.000000	44.992895	1.794555	0.002111	0.070709	0.001265	5.916967
46.000000	46.003500	1.791207	0.001978	0.073392	0.001333	2.680061
47.000000	47.003161	1.788868	0.001996	0.072713	0.001537	3.921267
48.000000	48.001017	1.784047	0.002018	0.072107	0.001545	2.826994
49.000000	49.004731	1.774230	0.001978	0.071884	0.001384	1.355494
50.000000	50.013721	1.772052	0.002042	0.074897	0.001627	2.299503
51.000000	51.004381	1.768945	0.001944	0.070414	0.001391	2.860941
52.000000	52.002146	1.762469	0.001938	0.070246	0.001352	1.750480
53.000000	52.999683	1.760767	0.001933	0.071151	0.001377	2.150603
54.000000	54.001607	1.756709	0.001837	0.067030	0.001308	2.997612
55.000000	54.991244	1.755321	0.001912	0.069076	0.001306	2.695029
56.000000	56.003320	1.748409	0.001900	0.068581	0.001262	1.889575
57.000000	56.991636	1.742312	0.001943	0.069972	0.001492	2.868095
58.000000	58.003781	1.739183	0.002016	0.068264	0.001210	4.787890
59.000000	58.997561	1.737823	0.001863	0.068164	0.001327	0.659202
60.000000	59.988510	1.732659	0.002076	0.069221	0.001407	7.336319
61.000000	61.003233	1.732379	0.001894	0.067999	0.001423	1.492990
62.000000	61.997009	1.724777	0.001906	0.068714	0.001288	0.832526
63.000000	62.985873	1.725728	0.001952	0.068808	0.001490	2.903200
64.000000	63.987882	1.722775	0.001749	0.061419	0.001225	3.057972
65.000000	64.995737	1.718291	0.001873	0.064378	0.001358	5.294380
66.000000	65.997516	1.714539	0.001813	0.063740	0.001266	4.255762
67.000000	67.009291	1.711031	0.001820	0.063146	0.001167	3.696528
